cell_id,centroid_lat,centroid_lon,noise_night_count,peak_hour
1987,40.55523177378341,-74.12891817708386,11,0
1894,40.559780098566115,-74.1347651892856,18,23
1988,40.55973571811158,-74.12885979596425,20,22
1800,40.559824177207524,-74.14067059570641,12,23
1895,40.564284046318306,-74.13470719070696,10,22
1801,40.564328131928235,-74.1406129928609,41,22
1989,40.56423965884755,-74.12880140165579,30,0
1802,40.5688320830585,-74.14055537700197,5,22
1990,40.568743595991236,-74.12874299415519,29,23
2081,40.55518709858069,-74.1230131925884,7,0
2269,40.55511548154003,-74.11122772645471,0,-1
2176,40.55964605177094,-74.11704904897731,16,22
2082,40.55969103584585,-74.12295441583169,51,22
2270,40.55960076588878,-74.11114369549043,66,22
2177,40.56414997833137,-74.11698986321939,42,22
2083,40.56419496951792,-74.1228956257968,22,23
2271,40.564104685289884,-74.1110841140129,345,23
2272,40.56860860109586,-74.11102451907506,62,22
2084,40.56869889959674,-74.12283682248038,37,22
2365,40.564059090395446,-74.1051783782667,134,23
2553,40.56475786349078,-74.09448639463857,2,0
2459,40.56402656821863,-74.09929056306324,54,23
2366,40.568562998993436,-74.10511838752332,31,1
2460,40.568517094992366,-74.09921226952467,14,23
2648,40.56932232383892,-74.08864311039954,0,-1
2554,40.568516568204345,-74.09336650701451,60,22
2367,40.57306690399524,-74.10505838322676,5,1
2649,40.572974173612444,-74.08739993318233,10,23
1896,40.56878799047914,-74.13464917902549,36,0
1991,40.57324752954253,-74.12868457345901,45,22
1803,40.57333603059821,-74.14049774812626,23,22
1897,40.5732919310485,-74.13459115423791,28,23
1992,40.57775145950133,-74.1286261395639,68,2
1804,40.5778399745473,-74.14044010623054,13,23
1898,40.57779586802631,-74.13453311634082,7,22
1805,40.58234391490563,-74.14038245131138,0,-1
1993,40.5822553858675,-74.12856769246656,0,-1
1899,40.582299801412425,-74.13447506533088,1,23
2178,40.56865390129763,-74.11693066409056,16,22
2085,40.57320282608224,-74.12277800587901,63,22
2179,40.5731578206696,-74.11687145158736,64,22
2273,40.57311251330661,-74.11096491067346,50,23
2180,40.57766173644721,-74.11681222570644,32,23
2274,40.57761642192204,-74.1109052888047,36,23
2086,40.57770674897429,-74.12271917598932,47,23
2181,40.58216564863034,-74.11675298644433,0,-1
2087,40.58221066827281,-74.12266033280787,0,-1
2275,40.58212032694203,-74.11084565346535,29,22
2461,40.57302099273752,-74.09915186933661,39,1
2555,40.57297477953546,-74.09324536909249,88,0
2368,40.57757080540077,-74.10499836537363,92,22
2650,40.5774321438806,-74.08727767679838,13,23
2462,40.577524886885435,-74.09909145550256,64,22
2556,40.57747866637802,-74.09318455928101,61,22
